neighbourhood_cleansed,latitude,longitude,property_type,room_type,price,number_of_reviews,review_scores_rating
Dorchester,42.28787,-71.06692,Entire rental unit,Entire home/apt,118,1,5
Dorchester,42.28853,-71.06631,Private room in rental unit,Private room,42,2,4.5
Dorchester,42.28816,-71.06655,Private room in rental unit,Private room,39,0,
South End,42.33954,-71.07838,Entire rental unit,Entire home/apt,120,60,4.85
Fenway,42.34492,-71.08872,Entire rental unit,Entire home/apt,110,0,
Dorchester,42.30441,-71.06202,Entire rental unit,Entire home/apt,170,68,4.72
Dorchester,42.31125,-71.05151,Private room in rental unit,Private room,69,127,4.7
Dorchester,42.31002,-71.05201,Private room in rental unit,Private room,69,131,4.82
Dorchester,42.31163,-71.05311,Private room in rental unit,Private room,69,114,4.79
Back Bay,42.35125,-71.08101,Entire rental unit,Entire home/apt,175,1,5
Roxbury,42.32257,-71.07105,Private room in rental unit,Private room,60,110,4.65
Allston,42.35309,-71.12907,Entire condominium (condo),Entire home/apt,135,0,
Dorchester,42.29798,-71.06331,Private room in rental unit,Private room,75,12,4.91
Back Bay,42.35136,-71.08851,Entire condominium (condo),Entire home/apt,110,16,4.38
Roslindale,42.28471,-71.12891,Private room in residential home,Private room,119,32,5
Roslindale,42.28471,-71.12891,Private room in residential home,Private room,99,16,5
Jamaica Plain,42.30537,-71.11748,Entire rental unit,Entire home/apt,110,32,4.84
North End,42.36547,-71.05492,Entire condominium (condo),Entire home/apt,115,3,4
Chinatown,42.35051,-71.05964,Private room in rental unit,Private room,86,0,
Beacon Hill,42.36026,-71.07003,Entire rental unit,Entire home/apt,150,9,4.75
Roslindale,42.28471,-71.12891,Private room in residential home,Private room,129,15,5
Roslindale,42.28471,-71.12891,Private room in residential home,Private room,109,21,5
Roslindale,42.27719,-71.1295,Entire rental unit,Entire home/apt,100,1,5
Downtown,42.35202,-71.06486,Entire rental unit,Entire home/apt,200,121,4.75
Jamaica Plain,42.31069,-71.10282,Entire condominium (condo),Entire home/apt,156,81,4.93
Mattapan,42.27586,-71.08746,Entire residential home,Entire home/apt,115,3,4.67
Dorchester,42.29523,-71.06828,Private room in residential home,Private room,112,89,4.87
Charlestown,42.38113,-71.08021,Entire rental unit,Entire home/apt,700,114,4.89
West End,42.3649,-71.06838,Entire rental unit,Entire home/apt,354,9,4.89
South Boston,42.33068,-71.05393,Entire condominium (condo),Entire home/apt,350,138,4.94
Mattapan,42.27555,-71.07597,Private room in residential home,Private room,70,24,4.79
Jamaica Plain,42.29836,-71.11046,Entire residential home,Entire home/apt,215,10,5
Mission Hill,42.33097,-71.10023,Private room in residential home,Private room,80,59,4.88
West Roxbury,42.27549,-71.16821,Shared room in residential home,Shared room,49,11,4.91
Mission Hill,42.33091,-71.10255,Private room in residential home,Private room,90,17,4.88
Mission Hill,42.33206,-71.10185,Private room in residential home,Private room,130,32,4.84
Mission Hill,42.33524,-71.10161,Private room in rental unit,Private room,105,44,4.5
Mission Hill,42.33333,-71.1018,Private room in rental unit,Private room,95,56,4.66
Roslindale,42.28471,-71.12891,Private room in residential home,Private room,229,6,5
South End,42.34448,-71.07636,Entire rental unit,Entire home/apt,291,55,4.6
Dorchester,42.29015,-71.0684,Private room in condominium (condo),Private room,45,15,4.2
Dorchester,42.31286,-71.06249,Entire guest suite,Entire home/apt,120,89,4.75
Brighton,42.35583,-71.1568,Private room in townhouse,Private room,50,7,5
Mission Hill,42.33144,-71.10812,Entire residential home,Entire home/apt,170,40,4.7
Mattapan,42.27286,-71.07117,Entire townhouse,Entire home/apt,340,31,4.84
Jamaica Plain,42.31508,-71.10125,Private room in rental unit,Private room,75,131,4.75
West End,42.36556,-71.06973,Entire rental unit,Entire home/apt,341,8,4.88
West End,42.36463,-71.06414,Entire rental unit,Entire home/apt,295,13,4.62
Charlestown,42.37389,-71.06223,Entire rental unit,Entire home/apt,236,130,4.96
Dorchester,42.3274,-71.06044,Private room in bed and breakfast,Private room,209,27,4.7
Dorchester,42.32649,-71.06007,Private room in bed and breakfast,Private room,199,50,4.84
Dorchester,42.32817,-71.06017,Private room in bed and breakfast,Private room,199,47,4.89
Dorchester,42.32832,-71.06038,Private room in bed and breakfast,Private room,219,8,4.88
Dorchester,42.32773,-71.05888,Private room in bed and breakfast,Private room,249,11,4.36
East Boston,42.38136,-71.0231,Private room in rental unit,Private room,56,348,4.82
Back Bay,42.35013,-71.08911,Entire rental unit,Entire home/apt,540,42,4.76
Brighton,42.34124,-71.14755,Entire rental unit,Entire home/apt,160,0,
West Roxbury,42.27546,-71.16958,Private room in residential home,Private room,79,33,4.97
Charlestown,42.37708,-71.0604,Entire condominium (condo),Entire home/apt,206,164,4.93
Dorchester,42.29165,-71.06782,Private room in condominium (condo),Private room,45,9,4.75
Downtown,42.35322,-71.06004,Entire serviced apartment,Entire home/apt,469,1,4
Brighton,42.34481,-71.16844,Private room in condominium (condo),Private room,43,17,4.88
Chinatown,42.35111,-71.06146,Entire rental unit,Entire home/apt,362,2,5
Hyde Park,42.26493,-71.12262,Private room in rental unit,Private room,35,8,5
East Boston,42.36779,-71.03897,Private room in townhouse,Private room,90,234,4.69
East Boston,42.36805,-71.03759,Private room in townhouse,Private room,91,223,4.75
Downtown,42.35309,-71.06178,Entire rental unit,Entire home/apt,257,2,5
Beacon Hill,42.35996,-71.06992,Private room in rental unit,Private room,159,56,4.82
Dorchester,42.29183,-71.06784,Private room in condominium (condo),Private room,45,8,4.63
Jamaica Plain,42.31522,-71.11218,Private room in condominium (condo),Private room,120,32,5
Jamaica Plain,42.31143,-71.11888,Entire residential home,Entire home/apt,500,3,5
Fenway,42.3499,-71.09545,Entire condominium (condo),Entire home/apt,198,0,
Allston,42.34736,-71.13911,Entire townhouse,Entire home/apt,257,88,4.61
Dorchester,42.31303,-71.05266,Private room in rental unit,Private room,30,0,
South End,42.34226,-71.07881,Entire condominium (condo),Entire home/apt,270,80,4.89
Charlestown,42.37265,-71.04933,Boat,Entire home/apt,278,26,4.92
Downtown,42.35529,-71.06087,Entire loft,Entire home/apt,350,159,4.98
West Roxbury,42.28023,-71.16944,Private room in residential home,Private room,75,26,4.85
East Boston,42.378841,-71.034821,Entire loft,Entire home/apt,271,122,4.86
South Boston,42.34223,-71.06047,Entire rental unit,Entire home/apt,325,68,4.56
Back Bay,42.34633,-71.07763,Entire rental unit,Entire home/apt,337,0,
Back Bay,42.34534,-71.07969,Entire rental unit,Entire home/apt,225,1,4
South End,42.34533,-71.07118,Entire condominium (condo),Entire home/apt,186,20,4.95
Dorchester,42.31122,-71.06178,Entire residential home,Entire home/apt,753,41,4.83
Dorchester,42.30948,-71.06356,Private room in residential home,Private room,65,23,4.91
Dorchester,42.31137,-71.06315,Private room in residential home,Private room,49,19,4.53
Dorchester,42.3093,-71.06313,Private room in residential home,Private room,59,19,4.79
Dorchester,42.30947,-71.06226,Private room in residential home,Private room,55,25,4.8
Dorchester,42.31131,-71.06375,Private room in residential home,Private room,47,13,4.77
East Boston,42.36608,-71.04005,Entire rental unit,Entire home/apt,125,7,4.71
East Boston,42.36796,-71.03985,Entire rental unit,Entire home/apt,99,1,5
East Boston,42.36814,-71.0397,Entire rental unit,Entire home/apt,224,7,4.86
East Boston,42.36841,-71.04055,Entire rental unit,Entire home/apt,99,7,4.86
East Boston,42.36773,-71.03935,Entire rental unit,Entire home/apt,125,2,4.5
East Boston,42.36752,-71.04152,Entire rental unit,Entire home/apt,99,4,4.5
East Boston,42.36792,-71.03991,Entire rental unit,Entire home/apt,150,5,4.8
East Boston,42.36639,-71.04036,Entire rental unit,Entire home/apt,167,4,4.5
East Boston,42.36789,-71.03986,Entire rental unit,Entire home/apt,110,0,
Fenway,42.35053,-71.09536,Entire condominium (condo),Entire home/apt,259,1,5
Mission Hill,42.32754,-71.10732,Private room in townhouse,Private room,50,43,4.98
North End,42.36636,-71.05428,Entire condominium (condo),Entire home/apt,106,1,5
East Boston,42.36783,-71.04183,Entire rental unit,Entire home/apt,167,0,
East Boston,42.36809,-71.04161,Entire rental unit,Entire home/apt,167,0,
East Boston,42.36626,-71.04025,Entire rental unit,Entire home/apt,167,1,5
Dorchester,42.28975,-71.0782,Entire rental unit,Entire home/apt,125,120,4.77
Jamaica Plain,42.32188,-71.11647,Private room in rental unit,Private room,70,6,4.4
Beacon Hill,42.35944,-71.06568,Entire rental unit,Entire home/apt,214,4,4.75
Jamaica Plain,42.31228,-71.1018,Entire rental unit,Entire home/apt,125,7,4.86
South End,42.34207,-71.069,Entire rental unit,Entire home/apt,128,45,4.98
Jamaica Plain,42.3109,-71.0991,Entire residential home,Entire home/apt,103,4,5
East Boston,42.3896,-70.99781,Private room in condominium (condo),Private room,108,74,4.92
South End,42.34457,-71.07829,Entire serviced apartment,Entire home/apt,289,7,4.29
Back Bay,42.34629,-71.07963,Entire rental unit,Entire home/apt,223,4,5
Jamaica Plain,42.30753,-71.11757,Entire rental unit,Entire home/apt,116,98,4.84
Dorchester,42.29009,-71.06557,Entire condominium (condo),Entire home/apt,195,4,5
Dorchester,42.29028,-71.06671,Private room in condominium (condo),Private room,45,3,5
South Boston,42.33504,-71.04683,Entire residential home,Entire home/apt,800,9,5
Dorchester,42.30959,-71.0643,Private room in rental unit,Private room,46,21,4.57
Charlestown,42.3729,-71.06107,Entire rental unit,Entire home/apt,218,120,5
Jamaica Plain,42.30699,-71.10698,Entire rental unit,Entire home/apt,136,3,4.67
South End,42.34291,-71.07301,Entire rental unit,Entire home/apt,237,50,4.88
East Boston,42.38137,-71.02311,Private room in rental unit,Private room,57,315,4.79
Hyde Park,42.25038,-71.11733,Entire rental unit,Entire home/apt,72,41,4.76
Hyde Park,42.25121,-71.11694,Entire rental unit,Entire home/apt,75,52,4.79
Dorchester,42.29027,-71.06673,Private room in condominium (condo),Private room,45,5,5
Jamaica Plain,42.32165,-71.11622,Private room in guest suite,Private room,60,31,4.93
Dorchester,42.32699,-71.06026,Private room in bed and breakfast,Private room,239,47,4.87
Brighton,42.33738,-71.14883,Entire condominium (condo),Entire home/apt,114,14,4.86
Dorchester,42.32807,-71.05998,Private room in bed and breakfast,Private room,229,9,4.88
South End,42.34637,-71.07145,Private room in residential home,Private room,115,176,4.91
East Boston,42.36908,-71.03937,Private room in townhouse,Private room,95,161,4.74
Downtown,42.35318,-71.06004,Entire rental unit,Entire home/apt,362,0,
Downtown,42.35326,-71.0598,Entire rental unit,Entire home/apt,372,0,
Mattapan,42.27189,-71.08715,Private room in rental unit,Private room,70,3,5
Beacon Hill,42.35945,-71.06551,Entire rental unit,Entire home/apt,182,66,4.74
Roxbury,42.32685,-71.09683,Entire rental unit,Entire home/apt,159,197,4.95
South End,42.33905,-71.07345,Entire rental unit,Entire home/apt,220,10,5
Jamaica Plain,42.3208,-71.11296,Private room in rental unit,Private room,35,13,4.85
Mission Hill,42.33351,-71.10182,Entire rental unit,Entire home/apt,205,9,4.67
Allston,42.35134,-71.13871,Entire guest suite,Entire home/apt,123,252,4.93
East Boston,42.37346,-71.0404,Entire condominium (condo),Entire home/apt,136,79,4.92
Roxbury,42.32489,-71.09417,Entire rental unit,Entire home/apt,225,107,4.98
Allston,42.35862,-71.13483,Entire residential home,Entire home/apt,700,7,4.43
Brighton,42.35522,-71.15754,Private room in residential home,Private room,50,3,5
Charlestown,42.3725,-71.06219,Entire condominium (condo),Entire home/apt,189,10,5
Brighton,42.33829,-71.15004,Entire condominium (condo),Entire home/apt,237,14,4.93
South Boston,42.33423,-71.03884,Entire townhouse,Entire home/apt,250,59,5
Chinatown,42.35034,-71.0619,Entire condominium (condo),Entire home/apt,150,131,4.69
South Boston,42.33541,-71.047,Entire townhouse,Entire home/apt,270,87,4.85
Roxbury,42.32192,-71.07855,Private room in residential home,Private room,75,20,4.45
West End,42.36125,-71.0674,Entire condominium (condo),Entire home/apt,98,0,
Hyde Park,42.25147,-71.11579,Private room in residential home,Private room,42,22,4.91
Hyde Park,42.25134,-71.11621,Private room in residential home,Private room,40,25,4.8
Roxbury,42.33358,-71.07985,Entire rental unit,Entire home/apt,75,42,4.69
West End,42.36456,-71.06923,Entire rental unit,Entire home/apt,340,5,5
Roxbury,42.32003,-71.07826,Private room in residential home,Private room,60,27,4.63
Dorchester,42.30753,-71.06446,Private room in rental unit,Private room,62,22,4.82
Brighton,42.34121,-71.15163,Entire guest suite,Entire home/apt,89,192,4.86
Dorchester,42.30804,-71.06443,Private room in rental unit,Private room,57,20,4.6
Dorchester,42.31189,-71.05536,Private room in condominium (condo),Private room,84,106,4.92
Dorchester,42.29726,-71.06236,Private room in rental unit,Private room,49,18,4.67
Mattapan,42.27595,-71.07805,Entire guest suite,Entire home/apt,149,69,4.9
Jamaica Plain,42.28888,-71.11579,Entire townhouse,Entire home/apt,275,33,4.88
Mission Hill,42.33215,-71.11034,Entire residential home,Entire home/apt,785,91,4.75
Hyde Park,42.24927,-71.11788,Private room in residential home,Private room,43,28,4.57
Dorchester,42.29151,-71.06811,Private room in condominium (condo),Private room,45,1,3
Back Bay,42.34627,-71.08412,Entire rental unit,Entire home/apt,1000,25,4.84
Back Bay,42.34472,-71.08523,Entire rental unit,Entire home/apt,230,4,4.75
North End,42.36573,-71.05145,Entire condominium (condo),Entire home/apt,120,0,
Roxbury,42.31855,-71.08829,Private room in residential home,Private room,59,23,4.74
Bay Village,42.349918,-71.069427,Entire rental unit,Entire home/apt,262,1,5
North End,42.36662,-71.05574,Entire condominium (condo),Entire home/apt,172,106,4.79
Hyde Park,42.24054,-71.12463,Private room in residential home,Private room,99,25,4.64
East Boston,42.37136,-71.03913,Entire loft,Entire home/apt,125,173,4.81
Dorchester,42.31967,-71.05593,Entire rental unit,Entire home/apt,111,147,4.8
Hyde Park,42.25086,-71.11469,Private room in residential home,Private room,64,13,4.92
Dorchester,42.30288,-71.0833,Entire residential home,Entire home/apt,300,0,
Brighton,42.35585,-71.15868,Private room in residential home,Private room,55,1,5
Dorchester,42.29885,-71.08226,Private room in rental unit,Private room,109,0,
Roxbury,42.32045,-71.07794,Private room in residential home,Private room,78,33,4.73
East Boston,42.38398,-71.01895,Private room in rental unit,Private room,58,1,4
Dorchester,42.29084,-71.07299,Private room in condominium (condo),Private room,59,22,4.18
Dorchester,42.29224,-71.07328,Private room in condominium (condo),Private room,59,28,4.79
Roxbury,42.32239,-71.07852,Private room in residential home,Private room,65,24,4.63
East Boston,42.3758,-71.03436,Entire rental unit,Entire home/apt,175,110,4.49
Roxbury,42.32142,-71.08007,Private room in residential home,Private room,75,24,4.83
Allston,42.35152,-71.12776,Private room in rental unit,Private room,34,1,5
South Boston,42.336525,-71.054451,Entire condominium (condo),Entire home/apt,156,16,4.69
Allston,42.35099,-71.13657,Private room in residential home,Private room,50,30,4.47
Allston,42.36038,-71.13024,Private room in condominium (condo),Private room,37,5,4.8
Allston,42.34718,-71.13543,Entire condominium (condo),Entire home/apt,450,48,4.88
Allston,42.34962,-71.13461,Private room in residential home,Private room,50,37,4.57
Brighton,42.34561,-71.14017,Entire condominium (condo),Entire home/apt,100,28,4.79
Brighton,42.36203,-71.14292,Private room in residential home,Private room,80,75,4.96
East Boston,42.37878,-71.03547,Private room in residential home,Private room,102,102,4.23
Dorchester,42.32678,-71.06132,Room in hotel,Hotel room,255,112,4.77
East Boston,42.38237,-71.02006,Private room in residential home,Private room,60,281,4.91
Allston,42.34897,-71.13536,Private room in guesthouse,Private room,50,38,4.5
West Roxbury,42.27125,-71.14898,Private room in residential home,Private room,44,45,4.64
West Roxbury,42.27184,-71.1511,Private room in residential home,Private room,44,22,4.73
West Roxbury,42.27302,-71.14923,Private room in residential home,Private room,44,26,4.65
